winningTeam,blueTeamWardsPlaced,blueTeamKills,blueTeamTotalJungleMinionsKilled,blueTeamTotalMinionsKilled,blueTeamAvgLevel,blueTeamCsPerMinute,blueTeamGoldPerMinute,redTeamWardsDestroyed,redTeamKills,redTeamTotalJungleMinionsKilled,redTeamTotalMinionsKilled,redTeamAvgLevel,redTeamCsPerMinute,redTeamGoldPerMinute
0,25,12,64.1,249.8,8.4,20.93,1415.69,5,13,67.1,273.6,8.58,22.71,1414.55
0,30,12,52.8,241.7,8.46,19.63,1318.67,8,15,68.1,276.5,8.68,22.97,1508.33
0,23,7,69.9,204.7,8.2,18.31,1255.19,3,11,56.4,265.1,8.44,21.43,1453.43
1,32,14,86.8,251.4,8.9,22.55,1492.11,6,5,47.6,248.3,8.42,19.73,1155.89
1,23,10,76.8,240.7,8.54,21.17,1297.37,6,16,85.4,230.4,8.82,21.05,1452.72
0,29,9,48.0,238.4,8.4,19.09,1207.23,7,7,65.7,269.7,8.58,22.36,1278.73
0,26,16,67.6,234.0,8.66,20.11,1446.59,5,14,60.3,237.2,8.26,19.83,1392.64
0,49,16,59.4,220.1,8.46,18.63,1372.16,4,7,68.6,256.5,8.5,21.67,1257.87
0,265,14,78.3,223.0,8.26,20.09,1339.96,7,9,76.8,284.0,8.7,24.05,1335.69
1,275,23,60.2,253.3,8.84,20.9,1533.17,4,6,66.1,261.7,8.16,21.85,1305.41
1,46,10,58.3,264.6,8.62,21.53,1381.71,7,15,50.8,281.8,8.72,22.17,1447.73
0,47,9,81.8,225.4,8.58,20.48,1350.61,4,13,75.4,279.8,8.98,23.68,1451.07
0,40,8,73.0,251.9,8.5,21.66,1284.43,4,14,72.8,269.4,8.76,22.81,1475.56
0,27,4,75.9,234.0,8.42,20.66,1233.72,6,14,65.5,274.6,8.8,22.67,1455.91
0,27,12,68.8,236.1,8.38,20.33,1350.41,5,11,59.3,279.9,8.46,22.61,1347.79
0,27,12,80.5,231.2,8.68,20.78,1374.2,3,17,61.8,273.3,8.66,22.34,1476.33
1,383,15,62.4,249.8,8.68,20.81,1473.12,7,19,57.2,250.7,8.62,20.53,1453.95
1,444,19,74.0,302.5,9.12,25.1,1531.86,20,10,60.0,273.1,8.62,22.21,1342.21
1,32,8,56.1,243.8,8.24,19.99,1294.11,7,14,83.9,274.9,8.8,23.92,1436.49
1,65,20,63.6,258.2,8.8,21.45,1529.79,26,12,63.0,249.7,8.48,20.85,1394.8
0,26,9,58.9,266.4,8.64,21.69,1419.51,11,14,82.0,308.8,8.86,26.05,1510.81
1,20,11,99.2,281.1,8.98,25.35,1404.13,2,8,60.9,281.4,8.4,22.82,1351.29
0,49,6,58.2,236.3,8.16,19.63,1240.52,13,7,76.5,274.3,8.52,23.39,1365.08
0,22,6,63.9,223.3,8.06,19.15,1292.5,7,19,50.4,234.8,7.98,19.01,1390.72
1,31,31,51.4,265.8,8.74,21.15,1600.71,3,10,50.4,247.6,8.06,19.87,1312.8
1,60,16,68.0,289.1,8.62,23.81,1617.63,2,10,60.0,202.0,8.14,17.47,1317.87
1,33,11,61.4,244.9,8.42,20.42,1394.22,3,19,55.2,234.3,8.42,19.3,1498.95
1,26,13,61.2,255.4,8.42,21.11,1395.05,4,11,61.0,225.1,8.02,19.07,1288.02
1,42,23,70.6,286.5,8.56,23.81,1661.65,6,6,58.3,242.5,8.04,20.05,1220.35
1,24,17,74.9,257.3,8.9,22.15,1527.43,2,9,67.2,272.0,8.46,22.61,1293.27
1,56,13,63.4,250.0,8.4,20.89,1450.08,5,8,73.1,278.8,8.38,23.46,1314.15
1,31,19,63.0,287.2,8.78,23.35,1574.03,6,1,71.7,248.3,8.38,21.33,1210.44
1,85,21,62.6,225.7,8.42,19.22,1555.66,4,16,66.0,257.6,8.42,21.57,1506.44
1,23,17,74.8,256.6,8.72,22.09,1575.28,6,14,41.8,237.6,8.22,18.63,1350.39
0,186,12,76.9,265.6,8.64,22.83,1462.29,44,13,50.2,235.0,8.38,19.01,1376.33
0,25,14,49.2,233.6,8.14,18.85,1414.33,7,17,68.4,269.8,8.46,22.55,1567.66
1,18,11,67.4,278.4,8.58,23.05,1394.79,4,16,81.8,272.9,8.92,23.65,1580.99
0,23,10,72.9,259.1,8.74,22.13,1397.13,8,11,59.2,256.0,8.72,21.01,1342.05
1,34,19,70.0,260.6,8.9,22.04,1525.87,2,3,50.4,254.6,8.3,20.33,1192.73
1,42,13,77.0,244.2,8.72,21.41,1413.09,9,10,68.6,227.3,8.4,19.73,1272.36
0,270,13,62.4,258.4,8.64,21.39,1386.7,9,19,71.7,263.2,8.86,22.33,1555.07
1,25,17,61.6,279.9,8.48,22.77,1574.78,6,13,64.7,234.1,8.26,19.92,1420.21
1,25,16,56.6,241.4,8.54,19.87,1469.44,4,14,62.2,217.5,8.56,18.65,1316.24
0,26,7,72.2,272.3,8.64,22.97,1288.46,7,7,76.4,277.7,8.8,23.61,1339.11
1,35,11,82.7,240.0,8.64,21.51,1330.69,14,11,42.3,248.2,8.62,19.37,1337.55
1,35,15,60.8,250.1,8.52,20.73,1423.51,11,16,64.2,275.7,8.62,22.66,1555.04
1,21,18,49.1,237.4,8.2,19.1,1382.63,2,7,78.0,259.3,8.34,22.49,1304.7
1,131,13,63.6,246.8,8.8,20.69,1346.73,5,6,76.8,266.6,8.84,22.89,1295.37
0,36,9,69.4,254.8,8.58,21.61,1304.71,6,7,77.3,249.9,8.54,21.81,1308.76
0,43,3,59.1,270.3,8.36,21.96,1184.23,8,14,59.2,260.2,8.62,21.29,1366.16
0,16,7,81.6,248.3,8.58,21.99,1289.02,7,9,76.9,271.4,8.8,23.22,1295.89
0,32,12,77.8,256.2,8.74,22.27,1381.57,5,15,77.4,291.6,9.1,24.6,1553.61
1,36,11,74.3,277.2,8.72,23.43,1453.43,3,7,71.0,219.8,8.56,19.39,1237.58
1,31,17,54.7,230.8,8.16,19.03,1477.45,5,13,64.6,236.4,8.3,20.07,1420.06
1,33,13,79.9,259.6,8.98,22.63,1421.74,5,9,72.0,265.4,8.66,22.49,1351.1
1,36,15,74.0,285.7,8.82,23.98,1560.54,6,10,75.8,301.5,8.66,25.15,1415.25
0,29,2,60.0,275.7,8.5,22.38,1223.79,4,12,61.8,306.2,8.46,24.53,1462.97
1,24,21,77.4,259.7,8.74,22.47,1661.44,9,9,28.1,223.9,7.84,16.8,1230.9
1,27,14,82.6,246.1,8.6,21.91,1429.57,5,9,68.3,234.3,8.4,20.17,1298.17
0,26,15,81.5,257.2,8.58,22.58,1414.87,8,10,72.8,286.0,8.62,23.92,1360.97
0,22,16,81.3,261.1,8.7,22.83,1492.66,2,16,56.0,269.9,8.46,21.73,1466.02
0,33,15,67.4,264.0,8.48,22.09,1453.47,5,12,59.4,251.9,8.24,20.75,1361.77
1,255,12,69.6,278.2,8.68,23.19,1397.37,10,18,91.4,205.3,8.78,19.78,1453.97
1,27,12,65.4,236.0,8.42,20.09,1321.83,8,11,68.9,269.7,8.64,22.57,1399.51
0,24,17,58.8,279.0,8.6,22.52,1536.58,4,14,66.1,254.3,8.68,21.36,1417.69
1,34,10,75.3,280.3,8.66,23.71,1475.02,13,10,83.4,259.2,8.84,22.84,1336.66
0,15,13,66.1,259.8,8.46,21.73,1357.45,3,21,67.8,266.5,8.76,22.29,1634.64
1,27,11,71.5,252.6,8.66,21.61,1367.05,9,10,70.4,289.3,8.74,23.98,1447.35
0,73,13,49.4,248.4,8.26,19.85,1388.34,29,21,65.6,251.2,8.58,21.12,1650.98
1,59,16,69.2,265.3,8.52,22.3,1502.41,8,14,70.0,221.7,8.52,19.45,1358.69
0,21,11,62.8,209.4,8.22,18.15,1362.73,3,18,70.8,221.2,8.42,19.47,1393.55
0,44,14,61.0,214.2,8.16,18.35,1425.73,5,23,78.3,221.7,8.6,20.0,1709.98
0,248,5,60.8,276.0,8.34,22.45,1264.82,5,11,80.6,261.4,8.68,22.8,1361.69
0,24,7,59.6,262.8,8.26,21.49,1358.43,8,21,71.0,238.0,8.56,20.6,1643.59
1,31,10,67.4,255.0,8.74,21.49,1378.97,9,20,52.8,260.0,8.74,20.85,1437.93
1,22,12,71.6,251.1,8.6,21.51,1343.53,4,11,76.7,267.2,8.7,22.93,1394.26
1,134,17,61.2,279.5,8.88,22.71,1523.4,4,12,75.0,240.3,8.52,21.02,1312.93
0,30,11,73.0,272.7,8.78,23.05,1359.15,6,12,61.4,220.4,8.24,18.79,1311.33
1,53,16,70.0,225.7,8.64,19.71,1482.15,9,7,66.6,223.0,8.2,19.31,1294.54
1,41,12,58.7,238.9,8.24,19.84,1355.47,8,9,66.7,261.3,8.5,21.87,1400.57
1,23,14,71.0,250.3,8.9,21.42,1408.49,6,8,72.4,263.6,8.6,22.4,1336.06
1,50,17,60.0,244.3,8.42,20.29,1365.91,3,13,66.3,216.8,8.28,18.87,1427.37
0,15,15,54.2,231.5,8.06,19.05,1366.61,4,19,94.0,261.5,8.94,23.7,1586.7
0,25,8,67.2,229.9,8.46,19.81,1271.96,5,16,65.5,230.0,8.62,19.7,1408.41
1,22,11,51.6,257.9,8.44,20.63,1463.64,5,14,61.6,246.0,8.56,20.51,1376.54
0,25,22,72.2,243.6,9.04,21.05,1520.05,5,8,68.0,250.9,8.32,21.26,1231.73
0,19,7,73.2,292.4,8.86,24.37,1310.53,3,10,73.8,267.6,8.9,22.76,1324.85
1,25,17,73.2,262.0,8.82,22.35,1438.67,4,4,82.6,265.8,8.46,23.23,1259.9
0,133,9,64.1,269.8,8.68,22.26,1275.35,8,17,65.9,273.2,8.94,22.61,1523.09
0,32,10,69.1,245.3,8.58,20.96,1327.22,7,19,68.0,258.4,8.82,21.76,1587.08
0,24,9,61.0,271.4,8.48,22.16,1315.27,2,17,60.4,251.3,8.72,20.78,1472.82
1,25,16,63.2,232.6,8.68,19.72,1419.78,4,1,74.0,235.8,8.4,20.65,1146.37
0,42,20,54.4,200.8,8.48,17.01,1439.7,10,20,66.4,248.9,8.58,21.02,1626.05
0,20,15,72.4,216.0,8.66,19.23,1401.86,4,16,72.4,241.4,8.66,20.92,1516.43
0,21,5,0.0,248.4,7.56,16.56,1108.4,1,10,85.4,273.2,8.9,23.91,1482.17
0,24,7,69.7,245.6,8.42,21.02,1309.19,7,14,66.8,258.6,8.8,21.69,1404.11
1,29,11,74.6,249.1,8.72,21.58,1364.45,3,12,72.2,264.5,8.74,22.45,1372.99
0,23,8,72.8,271.8,8.64,22.97,1328.5,5,10,78.4,261.9,8.54,22.69,1309.35
1,44,14,79.2,240.8,8.64,21.33,1420.84,5,13,53.0,249.5,8.62,20.17,1481.05
1,21,18,59.2,244.5,8.52,20.25,1497.69,3,16,54.4,263.8,8.58,21.21,1426.16
0,33,18,74.0,262.4,8.7,22.43,1588.51,9,17,53.5,280.1,8.66,22.24,1569.59
0,27,15,56.0,235.4,8.58,19.43,1392.08,3,10,70.2,239.2,8.32,20.63,1382.42
0,150,11,60.8,256.1,8.46,21.13,1332.11,2,12,75.4,241.0,8.72,21.09,1356.65
1,32,10,45.4,251.7,8.4,19.81,1348.62,8,10,84.3,236.7,8.66,21.4,1339.66
1,21,17,55.4,242.2,8.36,19.84,1413.71,3,16,62.6,234.2,8.36,19.79,1442.4
0,67,5,65.8,243.4,8.52,20.61,1203.58,33,19,82.2,288.1,9.16,24.69,1517.36
0,20,7,62.5,221.8,8.52,18.95,1256.11,2,8,81.8,269.4,8.74,23.41,1354.53
0,95,9,71.9,241.8,8.46,20.91,1264.8,16,10,72.4,232.5,8.34,20.33,1259.41
1,32,14,64.4,252.7,8.4,21.14,1415.5,7,8,58.9,250.8,8.24,20.65,1285.42
0,23,12,67.7,280.3,8.82,23.2,1395.28,6,7,72.9,281.4,8.6,23.62,1318.03
0,27,5,66.8,280.6,8.74,23.16,1271.87,3,5,74.0,264.4,8.76,22.56,1222.29
1,22,18,62.4,232.2,8.52,19.64,1503.91,1,8,77.5,254.8,8.54,22.15,1358.95
1,33,12,63.4,280.0,8.9,22.89,1378.68,7,5,63.8,237.0,8.42,20.05,1191.97
1,21,5,57.1,247.6,8.22,20.31,1197.34,6,15,58.5,228.6,8.36,19.14,1421.53
1,74,20,62.8,270.4,8.86,22.21,1566.35,30,7,70.0,260.1,8.38,22.01,1400.72
1,27,20,69.2,237.5,8.88,20.45,1534.22,5,11,67.1,201.3,8.18,17.89,1313.41
1,30,11,75.8,219.5,8.32,19.69,1358.41,3,12,71.8,241.1,8.5,20.86,1340.78
0,62,10,56.0,230.7,8.26,19.11,1292.07,6,15,64.6,277.6,8.58,22.81,1427.13
1,33,14,71.4,233.7,8.62,20.34,1391.45,5,14,53.4,278.7,8.58,22.14,1488.42
0,35,8,61.9,240.8,8.34,20.18,1250.95,4,8,66.9,256.8,8.3,21.58,1288.76
0,29,15,64.4,249.7,8.58,20.94,1428.12,5,17,78.4,238.3,8.8,21.11,1472.59
1,66,9,71.0,250.6,8.46,21.44,1302.54,6,10,66.8,273.1,8.56,22.66,1372.87
0,362,13,77.1,226.1,8.54,20.21,1389.41,7,13,70.0,252.3,8.7,21.49,1369.98
1,22,16,48.0,256.2,8.22,20.28,1428.92,6,14,79.2,224.9,8.52,20.27,1405.55
0,19,9,66.6,268.4,8.7,22.33,1282.9,1,10,70.8,257.8,8.58,21.91,1362.0
0,28,14,71.8,246.1,8.56,21.19,1387.99,4,9,77.2,257.2,8.48,22.29,1301.69
1,23,22,75.8,255.7,8.78,22.1,1581.24,3,12,66.0,217.2,8.56,18.88,1318.47
0,35,5,66.8,212.5,8.02,18.62,1176.57,3,22,66.7,276.2,8.68,22.86,1580.47
0,27,10,58.2,228.3,8.24,19.1,1234.21,3,16,68.4,263.1,8.68,22.1,1520.47
1,19,8,85.3,273.3,8.6,23.91,1326.15,4,11,53.0,242.2,8.74,19.68,1273.79
0,21,11,56.4,241.5,8.24,19.86,1357.88,3,11,59.6,262.0,8.22,21.44,1357.57
0,34,12,60.0,210.4,7.78,18.03,1376.43,1,15,52.8,221.4,7.92,18.28,1420.14
1,28,15,68.8,282.9,8.66,23.45,1558.35,5,6,68.3,252.1,8.46,21.36,1252.38
1,32,12,57.4,258.3,8.28,21.05,1469.19,6,13,68.4,225.5,8.42,19.59,1355.27
0,26,12,64.0,243.4,8.42,20.49,1346.63,3,20,69.6,267.4,8.88,22.47,1529.91
0,63,10,78.6,233.5,8.42,20.81,1290.79,2,2,72.8,274.0,8.64,23.12,1241.15
1,26,25,81.5,252.3,8.98,22.25,1658.78,2,8,66.6,203.3,8.12,17.99,1308.09
0,24,6,55.4,219.9,8.04,18.35,1215.98,7,26,72.7,282.9,9.12,23.71,1706.56
0,38,8,63.6,262.4,8.3,21.73,1265.12,6,10,64.6,273.8,8.62,22.56,1391.48
0,37,12,67.2,267.7,8.48,22.33,1399.78,3,8,64.2,262.0,8.28,21.75,1285.13
0,27,12,79.8,264.2,8.56,22.93,1385.63,4,16,74.4,261.6,8.72,22.4,1512.93
1,36,15,80.6,292.9,9.06,24.9,1498.11,11,9,70.2,299.1,8.92,24.62,1417.49
1,125,15,78.9,275.8,8.68,23.65,1503.38,2,6,63.2,203.9,8.08,17.81,1225.71
0,63,5,56.2,237.4,8.08,19.57,1186.67,9,12,62.6,257.3,8.32,21.33,1382.31
1,64,18,66.8,258.8,8.74,21.71,1513.96,12,9,57.6,233.0,8.06,19.37,1259.71
1,32,17,62.5,264.3,8.76,21.79,1531.14,6,10,70.8,243.1,8.28,20.93,1343.03
1,31,7,83.6,255.6,8.6,22.61,1308.5,8,8,56.2,284.7,8.62,22.73,1321.25
0,139,7,64.8,218.0,8.18,18.85,1233.98,2,20,90.8,252.3,8.8,22.87,1606.46
0,23,11,84.0,249.1,8.6,22.21,1369.12,7,13,61.7,292.4,8.66,23.61,1381.65
0,39,4,76.2,239.1,8.52,21.02,1221.76,5,12,60.4,223.2,8.34,18.91,1350.67
1,21,21,85.6,245.3,8.94,22.06,1567.49,2,8,75.8,232.7,8.46,20.57,1255.76
1,24,15,90.2,252.4,8.76,22.84,1504.93,1,8,59.2,231.4,8.54,19.37,1253.48
0,20,12,67.0,213.5,7.94,18.7,1378.63,1,24,67.4,231.0,8.7,19.89,1586.15
1,52,30,59.1,255.5,8.46,20.97,1787.97,13,14,56.4,219.7,7.74,18.41,1403.93
0,25,5,80.1,249.0,8.24,21.94,1250.94,2,16,61.0,277.1,8.62,22.54,1479.59
0,23,5,66.6,238.7,8.18,20.35,1272.84,5,25,54.8,285.6,8.9,22.69,1714.27
0,46,14,61.4,273.9,8.42,22.35,1327.37,8,12,72.1,275.8,8.78,23.19,1376.01
0,46,6,49.5,248.5,7.96,19.87,1177.07,8,9,56.0,277.2,8.34,22.21,1378.92
0,24,7,72.2,232.3,8.24,20.3,1315.99,5,10,77.2,261.7,8.36,22.59,1316.11
1,26,13,73.1,229.4,8.48,20.17,1448.57,2,15,42.8,234.1,8.24,18.46,1406.78
0,25,14,59.4,223.0,8.5,18.83,1335.11,5,15,75.8,253.5,8.74,21.95,1490.77
0,22,11,58.8,235.6,8.4,19.63,1329.9,4,13,63.8,268.5,8.62,22.15,1380.79
1,32,13,59.0,199.3,8.0,17.22,1290.65,10,11,59.8,220.0,8.12,18.65,1333.74
1,214,20,63.7,240.7,8.68,20.29,1521.95,2,6,71.3,237.1,8.42,20.56,1290.17
0,42,15,76.0,251.1,8.78,21.81,1421.86,4,7,79.4,256.1,8.62,22.37,1299.63
0,47,10,70.8,248.4,8.56,21.28,1355.01,12,7,83.2,292.5,8.72,25.05,1397.53
1,26,13,70.7,260.4,8.86,22.07,1534.93,4,5,76.6,257.8,8.36,22.29,1265.54
0,24,4,80.6,236.5,8.48,21.14,1176.39,2,10,79.8,275.2,9.1,23.67,1430.52
1,27,17,53.2,234.1,8.4,19.15,1417.75,5,13,65.4,231.7,8.58,19.81,1419.21
1,146,15,74.6,243.5,8.72,21.21,1377.31,8,10,76.8,253.0,8.76,21.99,1358.87
1,38,9,67.4,262.3,8.52,21.98,1297.19,5,14,58.5,268.5,8.66,21.8,1378.37
1,26,15,60.8,255.0,8.48,21.05,1476.63,7,13,57.8,214.9,8.4,18.18,1386.03
0,28,7,54.8,265.3,8.58,21.34,1262.51,7,14,73.4,302.2,8.88,25.04,1514.03
0,37,9,53.0,242.2,8.04,19.68,1301.28,4,9,70.4,258.3,8.52,21.91,1324.73
1,289,11,76.6,269.2,9.0,23.05,1363.41,4,4,64.4,242.7,8.62,20.47,1199.23
0,298,14,58.0,271.2,8.8,21.95,1478.56,7,10,55.5,266.1,8.5,21.44,1361.99
0,24,9,66.2,263.1,8.62,21.95,1361.46,3,11,59.6,263.7,8.52,21.55,1332.17
0,26,5,64.1,254.1,8.48,21.21,1219.31,8,19,85.2,279.0,9.1,24.28,1462.42
1,46,16,77.5,257.5,8.66,22.33,1471.99,11,6,51.2,243.0,8.14,19.61,1239.76
0,46,8,72.8,256.6,8.38,21.96,1247.65,10,16,87.3,254.0,9.0,22.75,1531.34
0,337,5,76.0,243.7,8.72,21.31,1223.47,2,14,83.5,265.8,9.04,23.29,1391.21
1,42,15,64.4,284.0,8.8,23.23,1466.32,6,6,73.4,257.2,8.48,22.04,1303.54
1,165,6,72.4,304.4,8.88,25.12,1413.26,8,4,67.8,287.0,8.72,23.65,1228.5
0,55,4,69.0,255.4,8.62,21.63,1206.98,6,9,66.8,294.5,8.6,24.09,1383.15
0,25,3,73.9,258.9,8.4,22.19,1182.85,9,14,70.9,288.4,8.8,23.95,1456.0
0,36,5,69.8,258.4,8.56,21.88,1248.19,5,11,62.8,259.6,8.62,21.49,1336.29
0,28,8,61.9,243.6,8.1,20.37,1300.65,6,14,63.6,276.4,8.66,22.67,1368.4
1,27,23,68.0,261.3,8.68,21.95,1567.81,2,15,64.8,189.0,8.22,16.92,1412.83
0,28,3,67.1,249.4,8.62,21.1,1207.37,8,12,59.8,273.2,8.8,22.2,1337.89
0,26,15,68.8,233.2,8.16,20.13,1398.59,7,19,58.5,237.2,8.32,19.71,1499.26
0,140,11,67.0,247.9,8.48,20.99,1361.69,8,14,65.9,239.5,8.62,20.36,1370.56
0,26,8,66.6,249.6,8.5,21.08,1314.96,9,7,75.6,297.1,8.58,24.85,1404.91
0,27,16,72.8,260.0,8.64,22.19,1471.92,4,6,76.6,233.7,8.26,20.69,1259.4
0,37,5,70.0,249.6,8.58,21.31,1327.46,5,15,85.4,272.2,8.92,23.84,1438.55
0,23,4,76.3,254.8,8.48,22.07,1220.03,6,9,81.4,278.1,8.64,23.97,1307.33
1,136,9,80.7,264.5,8.7,23.01,1371.78,2,6,72.4,265.0,8.5,22.49,1263.21
0,23,8,74.4,236.8,8.2,20.75,1327.75,5,23,69.6,258.7,8.8,21.89,1562.49
0,24,10,71.0,210.8,8.5,18.79,1308.17,5,17,82.4,268.6,9.3,23.4,1511.98
0,29,5,70.6,261.2,8.44,22.12,1364.69,5,12,68.6,265.7,8.84,22.29,1424.97
0,35,9,58.6,267.9,8.34,21.77,1317.48,4,15,78.8,258.4,8.82,22.48,1537.66
1,45,10,82.4,296.2,8.92,25.24,1388.11,6,10,60.3,262.5,8.6,21.52,1293.8
1,30,14,75.6,251.2,8.64,21.79,1463.9,12,7,68.6,259.0,8.32,21.84,1273.47
0,48,10,69.1,248.2,8.6,21.15,1387.64,6,11,75.4,253.4,8.8,21.92,1402.25
1,29,12,78.8,266.3,8.66,23.01,1407.67,5,3,66.6,235.3,8.24,20.13,1162.0
0,28,9,70.8,267.3,8.58,22.54,1327.3,3,6,79.0,301.9,8.78,25.39,1326.67
1,62,16,66.5,241.9,8.46,20.56,1459.71,7,10,51.6,238.5,8.12,19.34,1352.43
0,23,8,75.4,257.3,8.46,22.18,1318.9,5,17,62.6,261.8,8.62,21.63,1461.44
1,141,13,69.6,258.2,8.58,21.85,1443.84,4,8,59.9,278.9,8.54,22.59,1299.81
1,26,10,73.6,232.2,8.5,20.39,1331.46,5,13,90.8,237.1,8.72,21.86,1406.85
0,62,11,69.1,271.2,8.82,22.69,1366.17,6,11,71.9,303.5,8.86,25.03,1417.17
0,129,15,66.2,235.4,8.56,20.11,1441.97,4,11,84.2,242.1,8.7,21.75,1366.43
1,28,10,70.2,237.8,8.36,20.53,1419.45,4,7,58.8,216.5,8.0,18.35,1172.33
1,465,18,65.4,266.6,8.56,22.13,1613.13,8,9,66.5,265.8,8.52,22.15,1374.1
1,30,8,81.9,281.9,8.78,24.25,1343.61,9,9,74.4,254.8,8.3,21.95,1330.23
0,29,7,75.5,261.3,8.66,22.45,1298.73,5,6,77.7,265.9,8.7,22.91,1271.4
1,248,20,77.6,236.5,8.64,20.94,1583.95,4,5,67.8,263.0,8.32,22.05,1288.37
0,258,8,66.6,244.2,8.5,20.72,1289.84,7,16,80.5,267.4,8.86,23.19,1427.66
0,27,11,59.0,256.5,8.6,21.03,1306.07,13,15,76.0,266.5,8.8,22.83,1555.33
0,42,9,71.9,280.9,8.58,23.52,1337.82,5,9,73.3,262.8,8.72,22.41,1317.08
0,48,10,67.9,262.2,8.5,22.01,1437.4,12,15,66.0,237.7,8.66,20.25,1390.68
1,22,10,75.8,243.6,8.86,21.29,1345.09,0,8,61.0,245.7,8.48,20.45,1301.33
0,269,9,47.8,254.6,8.26,20.16,1270.97,5,11,67.0,262.0,8.76,21.93,1332.98
1,27,7,76.7,284.4,8.84,24.07,1324.02,2,5,73.2,280.4,8.78,23.57,1273.75
0,96,16,77.9,227.1,8.4,20.33,1329.83,5,13,58.4,246.4,8.42,20.32,1357.38
0,29,10,80.1,290.9,8.92,24.73,1382.65,7,6,83.4,261.9,8.5,23.02,1280.96
0,49,12,82.0,205.3,8.52,19.15,1407.17,7,15,65.3,254.8,8.66,21.34,1476.65
1,30,16,70.4,218.3,8.24,19.25,1421.2,6,13,54.7,227.1,8.22,18.79,1344.81
0,19,7,71.6,282.6,8.74,23.61,1350.83,6,11,73.0,245.7,8.68,21.25,1359.63
1,27,13,77.8,255.2,8.84,22.2,1397.73,5,5,77.8,233.6,8.46,20.76,1262.83
1,130,11,71.8,228.3,8.62,20.01,1420.48,5,14,66.8,250.3,8.52,21.14,1400.87
1,24,13,74.9,274.0,8.7,23.26,1374.66,9,8,66.4,252.7,8.16,21.27,1290.75
1,28,9,61.6,250.5,8.34,20.81,1313.87,5,12,72.0,241.2,8.66,20.88,1351.89
0,34,0,61.5,240.5,8.12,20.13,1110.13,5,16,84.2,292.4,9.18,25.11,1557.02
1,27,17,81.6,264.8,8.8,23.09,1452.97,10,13,54.0,250.1,8.4,20.27,1432.47
0,20,7,61.9,235.8,8.26,19.85,1224.17,4,13,82.4,289.0,8.98,24.76,1535.76
1,27,23,50.0,224.6,8.3,18.31,1538.77,1,11,71.4,225.3,8.5,19.78,1356.09
1,31,8,76.0,267.0,8.66,22.87,1288.55,8,10,65.0,212.7,8.54,18.51,1308.58
0,35,15,71.6,236.9,8.5,20.57,1499.26,10,21,79.2,262.7,8.76,22.79,1665.77
1,23,18,75.4,265.5,8.88,22.73,1560.89,7,5,69.8,244.7,8.36,20.97,1278.59
1,25,11,66.8,276.8,8.66,22.91,1440.1,7,12,70.3,254.5,8.54,21.65,1390.71
1,27,14,85.4,210.2,8.32,19.71,1502.53,9,11,57.5,233.5,8.18,19.4,1352.4
1,25,16,68.6,256.6,8.76,21.68,1460.24,1,12,77.6,251.1,8.48,21.91,1363.69
1,20,11,67.1,277.4,8.64,22.97,1433.19,6,20,85.3,229.1,8.94,20.96,1520.85
1,33,8,56.9,279.1,8.54,22.4,1418.5,7,4,82.6,293.4,8.66,25.07,1246.63
0,25,9,72.8,220.0,8.5,19.52,1309.57,9,5,80.8,257.8,8.44,22.57,1278.18
1,24,10,71.8,267.0,8.62,22.59,1356.22,4,8,53.4,269.4,8.38,21.52,1243.91
1,31,20,71.2,263.6,8.56,22.32,1590.42,4,2,59.6,209.2,7.88,17.92,1099.63
0,29,7,67.0,249.6,8.46,21.11,1296.73,3,13,70.1,268.5,8.76,22.57,1470.55
0,138,9,67.0,250.3,8.38,21.15,1306.29,5,10,80.4,230.3,8.58,20.71,1340.43
0,26,10,62.2,248.6,8.52,20.72,1302.27,6,12,69.8,262.8,8.72,22.17,1365.47
1,121,22,75.6,244.4,8.74,21.33,1684.85,2,7,61.6,196.5,7.94,17.21,1194.71
0,26,4,75.3,203.8,8.42,18.61,1141.58,8,9,85.2,274.8,8.88,24.0,1335.13
1,30,12,59.4,241.7,8.46,20.07,1356.87,10,15,68.1,190.5,8.06,17.24,1420.44
0,30,5,77.0,251.1,8.6,21.87,1237.79,4,12,71.0,237.8,8.7,20.59,1366.33
1,31,15,70.1,201.3,8.6,18.09,1292.15,6,10,67.6,253.8,8.32,21.43,1305.09
0,20,12,54.0,239.8,8.22,19.59,1273.13,5,15,76.3,222.3,8.5,19.91,1393.37
1,24,14,78.9,283.3,8.72,24.15,1493.46,4,11,63.8,241.8,8.42,20.37,1367.61
0,27,10,77.0,269.6,8.9,23.11,1362.48,4,6,75.6,241.3,8.54,21.13,1281.36
1,19,6,72.4,281.7,8.56,23.61,1356.64,2,12,59.2,268.9,8.6,21.87,1404.27
0,25,8,80.1,238.9,8.46,21.27,1339.34,6,9,74.6,285.1,8.72,23.98,1330.94
0,172,8,65.0,249.9,8.62,20.99,1236.21,8,8,72.3,288.0,8.8,24.02,1419.38
0,30,9,77.9,293.5,8.88,24.76,1427.04,8,12,62.3,244.1,8.5,20.43,1374.16
1,28,7,72.0,291.1,8.78,24.21,1338.67,12,2,67.2,256.2,8.48,21.56,1147.21
0,21,12,58.2,216.3,8.44,18.3,1341.93,4,11,68.9,252.8,8.54,21.45,1406.75
0,23,6,45.1,230.3,8.04,18.36,1229.33,5,14,66.2,264.7,8.58,22.06,1513.69
